"","genes_GO_full$Gene","genes_GO_full$`GO term accession`"
"5473","Zm00001d005478","GO:0016760"
"5474","Zm00001d005478","GO:0016757"
"5475","Zm00001d005478","GO:0016740"
"5476","Zm00001d005478","GO:0016021"
"5477","Zm00001d005478","GO:0016020"
"5478","Zm00001d005478","GO:0071555"
"5479","Zm00001d005478","GO:0030244"
"5480","Zm00001d005478","GO:0016760"
"5481","Zm00001d005478","GO:0016757"
"5482","Zm00001d005478","GO:0016740"
"5483","Zm00001d005478","GO:0016021"
"5484","Zm00001d005478","GO:0005886"
"5485","Zm00001d005478","GO:0016020"
"5486","Zm00001d005478","GO:0071555"
"5487","Zm00001d005478","GO:0030244"
"5488","Zm00001d005478","GO:0016760"
"5489","Zm00001d005478","GO:0016757"
"5490","Zm00001d005478","GO:0016740"
"5491","Zm00001d005478","GO:0046872"
"5492","Zm00001d005478","GO:0016021"
"5493","Zm00001d005478","GO:0016020"
"5494","Zm00001d005478","GO:0071555"
"5495","Zm00001d005478","GO:0030244"
"5496","Zm00001d005478","GO:0016760"
"5497","Zm00001d005478","GO:0016757"
"5498","Zm00001d005478","GO:0016740"
"5499","Zm00001d005478","GO:0016021"
"5500","Zm00001d005478","GO:0005886"
"5501","Zm00001d005478","GO:0016020"
"5502","Zm00001d005478","GO:0071555"
"5503","Zm00001d005478","GO:0030244"
"5504","Zm00001d005478","GO:0016760"
"5505","Zm00001d005478","GO:0016757"
"5506","Zm00001d005478","GO:0016740"
"5507","Zm00001d005478","GO:0046872"
"5508","Zm00001d005478","GO:0016021"
"5509","Zm00001d005478","GO:0016020"
"5510","Zm00001d005478","GO:0030244"
"5511","Zm00001d005478","GO:0016760"
"5512","Zm00001d005478","GO:0016021"
"5513","Zm00001d005478","GO:0016020"
"5514","Zm00001d005478","GO:0071555"
"5515","Zm00001d005478","GO:0030244"
"5516","Zm00001d005478","GO:0016760"
"5517","Zm00001d005478","GO:0016757"
"5518","Zm00001d005478","GO:0016740"
"5519","Zm00001d005478","GO:0016021"
"5520","Zm00001d005478","GO:0016020"
"5521","Zm00001d005478","GO:0071555"
"5522","Zm00001d005478","GO:0030244"
"5523","Zm00001d005478","GO:0016760"
"5524","Zm00001d005478","GO:0016757"
"5525","Zm00001d005478","GO:0016740"
"5526","Zm00001d005478","GO:0016021"
"5527","Zm00001d005478","GO:0016020"
"5528","Zm00001d005478","GO:0071555"
"5529","Zm00001d005478","GO:0030244"
"5530","Zm00001d005478","GO:0016760"
"5531","Zm00001d005478","GO:0016757"
"5532","Zm00001d005478","GO:0016740"
"5533","Zm00001d005478","GO:0016021"
"5534","Zm00001d005478","GO:0016020"
"5535","Zm00001d005478","GO:0071555"
"5536","Zm00001d005478","GO:0030244"
"5537","Zm00001d005478","GO:0016760"
"5538","Zm00001d005478","GO:0016757"
"5539","Zm00001d005478","GO:0016740"
"5540","Zm00001d005478","GO:0016021"
"5541","Zm00001d028752","GO:0006470"
"5542","Zm00001d028752","GO:0043169"
"5543","Zm00001d028752","GO:0016787"
"5544","Zm00001d028752","GO:0004722"
"5545","Zm00001d028752","GO:0004721"
"5546","Zm00001d028752","GO:0046872"
"5547","Zm00001d028752","GO:0003824"
"5548","Zm00001d028752","GO:0006470"
"5549","Zm00001d028752","GO:0043169"
"5550","Zm00001d028752","GO:0016787"
"5551","Zm00001d028752","GO:0004722"
"5552","Zm00001d028752","GO:0004721"
"5553","Zm00001d028752","GO:0046872"
"5554","Zm00001d028752","GO:0003824"
"5569","Zm00001d043193","GO:0016021"
"5570","Zm00001d043193","GO:0016020"
"5572","Zm00001d034356","GO:0016740"
"5573","Zm00001d034356","GO:0004364"
"5574","Zm00001d034356","GO:0004364"
"5575","Zm00001d034356","GO:0042803"
"5576","Zm00001d034356","GO:0043234"
"5577","Zm00001d034356","GO:0046982"
"5579","Zm00001d017820","GO:0016757"
"5580","Zm00001d017820","GO:0016740"
"5581","Zm00001d017820","GO:0016021"
"5582","Zm00001d017820","GO:0016020"
"5584","Zm00001d038365","GO:0016491"
"5585","Zm00001d038365","GO:0055114"
"5586","Zm00001d038365","GO:0016491"
"5587","Zm00001d038365","GO:0055114"
"5588","Zm00001d038365","GO:0016491"
"5589","Zm00001d038365","GO:0055114"
"5590","Zm00001d038365","GO:0016491"
"5591","Zm00001d038365","GO:0055114"
"5592","Zm00001d038365","GO:0016491"
"5593","Zm00001d038365","GO:0055114"
"5594","Zm00001d038365","GO:0016491"
"5595","Zm00001d038365","GO:0055114"
"5596","Zm00001d038365","GO:0016491"
"5597","Zm00001d038365","GO:0055114"
"5598","Zm00001d038365","GO:0016491"
"5599","Zm00001d038365","GO:0055114"
"5602","Zm00001d012749","GO:0005634"
"5603","Zm00001d012749","GO:0043565"
"5604","Zm00001d012749","GO:0006355"
"5605","Zm00001d012749","GO:0003700"
"5606","Zm00001d012749","GO:0003677"
"5608","Zm00001d042637","GO:0016310"
"5609","Zm00001d042637","GO:0016301"
"5610","Zm00001d042637","GO:0006468"
"5611","Zm00001d042637","GO:0005524"
"5612","Zm00001d042637","GO:0004674"
"5613","Zm00001d042637","GO:0004672"
"5614","Zm00001d042637","GO:0000166"
"5615","Zm00001d042637","GO:0016740"
"5616","Zm00001d042637","GO:0016021"
"5617","Zm00001d042637","GO:0016020"
"5618","Zm00001d042637","GO:0016310"
"5619","Zm00001d042637","GO:0016301"
"5620","Zm00001d042637","GO:0006468"
"5621","Zm00001d042637","GO:0005524"
"5622","Zm00001d042637","GO:0004674"
"5623","Zm00001d042637","GO:0004672"
"5624","Zm00001d042637","GO:0000166"
"5625","Zm00001d042637","GO:0016740"
"5626","Zm00001d042637","GO:0016021"
"5627","Zm00001d042637","GO:0016020"
"5628","Zm00001d042637","GO:0016310"
"5629","Zm00001d042637","GO:0016301"
"5630","Zm00001d042637","GO:0006468"
"5631","Zm00001d042637","GO:0005524"
"5632","Zm00001d042637","GO:0004674"
"5633","Zm00001d042637","GO:0004672"
"5634","Zm00001d042637","GO:0000166"
"5635","Zm00001d042637","GO:0016740"
"5636","Zm00001d042637","GO:0016021"
"5637","Zm00001d042637","GO:0016020"
"5638","Zm00001d042637","GO:0016310"
"5639","Zm00001d042637","GO:0016301"
"5640","Zm00001d042637","GO:0006468"
"5641","Zm00001d042637","GO:0005524"
"5642","Zm00001d042637","GO:0004674"
"5643","Zm00001d042637","GO:0004672"
"5644","Zm00001d042637","GO:0000166"
"5645","Zm00001d042637","GO:0016740"
"5646","Zm00001d042637","GO:0016021"
"5647","Zm00001d042637","GO:0016020"
"5650","Zm00001d011849","GO:0005622"
"5651","Zm00001d011849","GO:0000160"
"5652","Zm00001d011849","GO:0000160"
"5653","Zm00001d011849","GO:0009735"
"5654","Zm00001d011849","GO:0009735"
"5655","Zm00001d011849","GO:0005634"
"5656","Zm00001d011849","GO:0000160"
"5657","Zm00001d011849","GO:0005634"
"5658","Zm00001d011849","GO:0000156"
"5666","Zm00001d006347","GO:0016021"
"5667","Zm00001d006347","GO:0016020"
"5668","Zm00001d006347","GO:0016021"
"5669","Zm00001d006347","GO:0016020"
"5670","Zm00001d006347","GO:0016021"
"5671","Zm00001d006347","GO:0016020"
"5672","Zm00001d042114","GO:0005886"
"5673","Zm00001d018246","GO:0007018"
"5674","Zm00001d018246","GO:0003777"
"5675","Zm00001d018246","GO:0005874"
"5676","Zm00001d018246","GO:0007018"
"5677","Zm00001d018246","GO:0008017"
"5678","Zm00001d018246","GO:0003777"
"5679","Zm00001d018246","GO:0003774"
"5680","Zm00001d018246","GO:0005524"
"5681","Zm00001d018246","GO:0000166"
"5682","Zm00001d018246","GO:0005874"
"5683","Zm00001d018246","GO:0007018"
"5684","Zm00001d018246","GO:0008017"
"5685","Zm00001d018246","GO:0003777"
"5686","Zm00001d018246","GO:0003774"
"5687","Zm00001d018246","GO:0005524"
"5688","Zm00001d018246","GO:0000166"
"5689","Zm00001d018246","GO:0007018"
"5690","Zm00001d018246","GO:0003777"
"5691","Zm00001d018246","GO:0005874"
"5692","Zm00001d018246","GO:0007018"
"5693","Zm00001d018246","GO:0008017"
"5694","Zm00001d018246","GO:0003777"
"5695","Zm00001d018246","GO:0003774"
"5696","Zm00001d018246","GO:0005524"
"5697","Zm00001d018246","GO:0000166"
"5698","Zm00001d018246","GO:0005874"
"5699","Zm00001d018246","GO:0007018"
"5700","Zm00001d018246","GO:0008017"
"5701","Zm00001d018246","GO:0003777"
"5702","Zm00001d018246","GO:0003774"
"5703","Zm00001d018246","GO:0005524"
"5704","Zm00001d018246","GO:0000166"
"5705","Zm00001d018246","GO:0007018"
"5706","Zm00001d018246","GO:0003777"
"5707","Zm00001d018246","GO:0007018"
"5708","Zm00001d018246","GO:0003777"
"5709","Zm00001d018246","GO:0005874"
"5710","Zm00001d018246","GO:0007018"
"5711","Zm00001d018246","GO:0008017"
"5712","Zm00001d018246","GO:0003777"
"5713","Zm00001d018246","GO:0003774"
"5714","Zm00001d018246","GO:0005524"
"5715","Zm00001d018246","GO:0000166"
"5716","Zm00001d018246","GO:0005874"
"5717","Zm00001d018246","GO:0007018"
"5718","Zm00001d018246","GO:0008017"
"5719","Zm00001d018246","GO:0003777"
"5720","Zm00001d018246","GO:0003774"
"5721","Zm00001d018246","GO:0005524"
"5722","Zm00001d018246","GO:0000166"
"5723","Zm00001d018246","GO:0005874"
"5724","Zm00001d018246","GO:0007018"
"5725","Zm00001d018246","GO:0008017"
"5726","Zm00001d018246","GO:0003777"
"5727","Zm00001d018246","GO:0003774"
"5728","Zm00001d018246","GO:0005524"
"5729","Zm00001d018246","GO:0000166"
"5730","Zm00001d018246","GO:0005874"
"5731","Zm00001d018246","GO:0007018"
"5732","Zm00001d018246","GO:0008017"
"5733","Zm00001d018246","GO:0003777"
"5734","Zm00001d018246","GO:0003774"
"5735","Zm00001d018246","GO:0005524"
"5736","Zm00001d018246","GO:0000166"
"5737","Zm00001d018246","GO:0007018"
"5738","Zm00001d018246","GO:0003777"
"5739","Zm00001d018246","GO:0007018"
"5740","Zm00001d018246","GO:0008017"
"5741","Zm00001d018246","GO:0003777"
"5742","Zm00001d018246","GO:0003774"
"5743","Zm00001d018246","GO:0005524"
"5744","Zm00001d018246","GO:0000166"
"5745","Zm00001d013741","GO:0009958"
"5746","Zm00001d013741","GO:0009958"
"5747","Zm00001d013741","GO:0009958"
"5748","Zm00001d013741","GO:0009958"
"5749","Zm00001d013741","GO:0009958"
"5750","Zm00001d013741","GO:0009958"
"5751","Zm00001d013741","GO:0009958"
"5753","Zm00001d026593","GO:0003677"
"5754","Zm00001d026593","GO:0003677"
"5755","Zm00001d026593","GO:0003677"
"5756","Zm00001d026593","GO:0003677"
"5757","Zm00001d026593","GO:0003677"
"5758","Zm00001d026593","GO:0016021"
"5759","Zm00001d026593","GO:0016020"
"5760","Zm00001d026593","GO:0003677"
"5761","Zm00001d026593","GO:0003677"
"5762","Zm00001d026593","GO:0003677"
"5763","Zm00001d026593","GO:0003677"
"5764","Zm00001d026593","GO:0003677"
"5765","Zm00001d013699","GO:0008289"
"5766","Zm00001d013699","GO:0005634"
"5767","Zm00001d013699","GO:0003677"
"5768","Zm00001d027481","GO:0009507"
"5769","Zm00001d044476","GO:0016887"
"5770","Zm00001d044476","GO:0005524"
"5771","Zm00001d044476","GO:0000166"
"5772","Zm00001d044476","GO:0016020"
"5773","Zm00001d044476","GO:0016021"
"5774","Zm00001d048460","GO:0007165"
"5775","Zm00001d048460","GO:0016310"
"5776","Zm00001d048460","GO:0016301"
"5777","Zm00001d048460","GO:0006468"
"5778","Zm00001d048460","GO:0005524"
"5779","Zm00001d048460","GO:0004674"
"5780","Zm00001d048460","GO:0004672"
"5781","Zm00001d048460","GO:0000166"
"5782","Zm00001d048460","GO:0016740"
"5783","Zm00001d048460","GO:0007165"
"5784","Zm00001d048460","GO:0016310"
"5785","Zm00001d048460","GO:0016301"
"5786","Zm00001d048460","GO:0006468"
"5787","Zm00001d048460","GO:0005524"
"5788","Zm00001d048460","GO:0004674"
"5789","Zm00001d048460","GO:0004672"
"5790","Zm00001d048460","GO:0000166"
"5791","Zm00001d048460","GO:0016740"
"5792","Zm00001d048460","GO:0007165"
"5793","Zm00001d048460","GO:0016310"
"5794","Zm00001d048460","GO:0016301"
"5795","Zm00001d048460","GO:0006468"
"5796","Zm00001d048460","GO:0005524"
"5797","Zm00001d048460","GO:0004674"
"5798","Zm00001d048460","GO:0004672"
"5799","Zm00001d048460","GO:0000166"
"5800","Zm00001d048460","GO:0016740"
"5801","Zm00001d048460","GO:0007165"
"5802","Zm00001d048460","GO:0016310"
"5803","Zm00001d048460","GO:0016301"
"5804","Zm00001d048460","GO:0006468"
"5805","Zm00001d048460","GO:0005524"
"5806","Zm00001d048460","GO:0004674"
"5807","Zm00001d048460","GO:0004672"
"5808","Zm00001d048460","GO:0000166"
"5809","Zm00001d048460","GO:0016740"
"5810","Zm00001d048460","GO:0007165"
"5811","Zm00001d048460","GO:0016310"
"5812","Zm00001d048460","GO:0016301"
"5813","Zm00001d048460","GO:0006468"
"5814","Zm00001d048460","GO:0005524"
"5815","Zm00001d048460","GO:0004674"
"5816","Zm00001d048460","GO:0004672"
"5817","Zm00001d048460","GO:0000166"
"5818","Zm00001d048460","GO:0016740"
"5819","Zm00001d048460","GO:0007165"
"5820","Zm00001d048460","GO:0016310"
"5821","Zm00001d048460","GO:0016301"
"5822","Zm00001d048460","GO:0006468"
"5823","Zm00001d048460","GO:0005524"
"5824","Zm00001d048460","GO:0004674"
"5825","Zm00001d048460","GO:0004672"
"5826","Zm00001d048460","GO:0000166"
"5827","Zm00001d048460","GO:0016740"
"5828","Zm00001d048460","GO:0007165"
"5829","Zm00001d048460","GO:0016310"
"5830","Zm00001d048460","GO:0016301"
"5831","Zm00001d048460","GO:0006468"
"5832","Zm00001d048460","GO:0005524"
"5833","Zm00001d048460","GO:0004674"
"5834","Zm00001d048460","GO:0004672"
"5835","Zm00001d048460","GO:0000166"
"5836","Zm00001d048460","GO:0016740"
"5837","Zm00001d048460","GO:0007165"
"5838","Zm00001d048460","GO:0016310"
"5839","Zm00001d048460","GO:0016301"
"5840","Zm00001d048460","GO:0006468"
"5841","Zm00001d048460","GO:0005524"
"5842","Zm00001d048460","GO:0004674"
"5843","Zm00001d048460","GO:0004672"
"5844","Zm00001d048460","GO:0000166"
"5845","Zm00001d048460","GO:0016740"
"5846","Zm00001d048460","GO:0007165"
"5847","Zm00001d048460","GO:0016310"
"5848","Zm00001d048460","GO:0016301"
"5849","Zm00001d048460","GO:0006468"
"5850","Zm00001d048460","GO:0005524"
"5851","Zm00001d048460","GO:0004674"
"5852","Zm00001d048460","GO:0004672"
"5853","Zm00001d048460","GO:0000166"
"5854","Zm00001d048460","GO:0016740"
"5855","Zm00001d048460","GO:0016021"
"5856","Zm00001d048460","GO:0016020"
"5857","Zm00001d048460","GO:0007165"
"5858","Zm00001d048460","GO:0016310"
"5859","Zm00001d048460","GO:0016301"
"5860","Zm00001d048460","GO:0006468"
"5861","Zm00001d048460","GO:0005524"
"5862","Zm00001d048460","GO:0004674"
"5863","Zm00001d048460","GO:0004672"
"5864","Zm00001d048460","GO:0000166"
"5865","Zm00001d048460","GO:0016740"
"5866","Zm00001d048460","GO:0016021"
"5867","Zm00001d048460","GO:0016020"
"5868","Zm00001d048460","GO:0007165"
"5869","Zm00001d048460","GO:0016310"
"5870","Zm00001d048460","GO:0016301"
"5871","Zm00001d048460","GO:0006468"
"5872","Zm00001d048460","GO:0005524"
"5873","Zm00001d048460","GO:0004674"
"5874","Zm00001d048460","GO:0004672"
"5875","Zm00001d048460","GO:0000166"
"5876","Zm00001d048460","GO:0016740"
"5877","Zm00001d048460","GO:0016021"
"5878","Zm00001d048460","GO:0016020"
"5879","Zm00001d048460","GO:0007165"
"5880","Zm00001d048460","GO:0016310"
"5881","Zm00001d048460","GO:0016301"
"5882","Zm00001d048460","GO:0006468"
"5883","Zm00001d048460","GO:0005524"
"5884","Zm00001d048460","GO:0004674"
"5885","Zm00001d048460","GO:0004672"
"5886","Zm00001d048460","GO:0000166"
"5887","Zm00001d048460","GO:0016740"
"5888","Zm00001d048460","GO:0016021"
"5889","Zm00001d048460","GO:0016020"
"5890","Zm00001d048460","GO:0007165"
"5891","Zm00001d048460","GO:0016310"
"5892","Zm00001d048460","GO:0016301"
"5893","Zm00001d048460","GO:0006468"
"5894","Zm00001d048460","GO:0005524"
"5895","Zm00001d048460","GO:0004674"
"5896","Zm00001d048460","GO:0004672"
"5897","Zm00001d048460","GO:0000166"
"5898","Zm00001d048460","GO:0016740"
"5899","Zm00001d048460","GO:0016021"
"5900","Zm00001d048460","GO:0016020"
"5901","Zm00001d048460","GO:0007165"
"5902","Zm00001d048460","GO:0016310"
"5903","Zm00001d048460","GO:0016301"
"5904","Zm00001d048460","GO:0006468"
"5905","Zm00001d048460","GO:0005524"
"5906","Zm00001d048460","GO:0004674"
"5907","Zm00001d048460","GO:0004672"
"5908","Zm00001d048460","GO:0000166"
"5909","Zm00001d048460","GO:0016740"
"5910","Zm00001d048460","GO:0016021"
"5911","Zm00001d048460","GO:0016020"
"5912","Zm00001d048460","GO:0007165"
"5913","Zm00001d048460","GO:0016310"
"5914","Zm00001d048460","GO:0016301"
"5915","Zm00001d048460","GO:0006468"
"5916","Zm00001d048460","GO:0005524"
"5917","Zm00001d048460","GO:0004674"
"5918","Zm00001d048460","GO:0004672"
"5919","Zm00001d048460","GO:0000166"
"5920","Zm00001d048460","GO:0016740"
"5921","Zm00001d048460","GO:0016021"
"5922","Zm00001d048460","GO:0016020"
"5923","Zm00001d048460","GO:0007165"
"5924","Zm00001d048460","GO:0016310"
"5925","Zm00001d048460","GO:0016301"
"5926","Zm00001d048460","GO:0006468"
"5927","Zm00001d048460","GO:0005524"
"5928","Zm00001d048460","GO:0004674"
"5929","Zm00001d048460","GO:0004672"
"5930","Zm00001d048460","GO:0000166"
"5931","Zm00001d048460","GO:0016740"
"5932","Zm00001d048460","GO:0016021"
"5933","Zm00001d048460","GO:0016020"
"5934","Zm00001d048460","GO:0007165"
"5935","Zm00001d048460","GO:0016310"
"5936","Zm00001d048460","GO:0016301"
"5937","Zm00001d048460","GO:0006468"
"5938","Zm00001d048460","GO:0004672"
"5939","Zm00001d048460","GO:0005524"
"5940","Zm00001d048460","GO:0007165"
"5941","Zm00001d048460","GO:0016310"
"5942","Zm00001d048460","GO:0016301"
"5943","Zm00001d048460","GO:0006468"
"5944","Zm00001d048460","GO:0004672"
"5945","Zm00001d048460","GO:0005524"
"5946","Zm00001d048460","GO:0007165"
"5947","Zm00001d048460","GO:0016310"
"5948","Zm00001d048460","GO:0016301"
"5949","Zm00001d048460","GO:0006468"
"5950","Zm00001d048460","GO:0004672"
"5951","Zm00001d048460","GO:0005524"
"5952","Zm00001d048460","GO:0007165"
"5953","Zm00001d048460","GO:0016310"
"5954","Zm00001d048460","GO:0016301"
"5955","Zm00001d048460","GO:0006468"
"5956","Zm00001d048460","GO:0004672"
"5957","Zm00001d048460","GO:0005524"
"5958","Zm00001d039310","GO:0004497"
"5959","Zm00001d039310","GO:0055114"
"5960","Zm00001d039310","GO:0016491"
"5961","Zm00001d039310","GO:0020037"
"5962","Zm00001d039310","GO:0016705"
"5963","Zm00001d039310","GO:0005506"
"5964","Zm00001d039310","GO:0046872"
"5965","Zm00001d025770","GO:0005622"
"5966","Zm00001d025770","GO:0008270"
"5967","Zm00001d025770","GO:0005634"
"5968","Zm00001d029706","GO:0016740"
"5969","Zm00001d029706","GO:0004364"
"5970","Zm00001d029706","GO:0016740"
"5971","Zm00001d033988","GO:0016758"
"5972","Zm00001d033988","GO:0008152"
"5973","Zm00001d033988","GO:0016757"
"5974","Zm00001d033988","GO:0016740"
"5976","Zm00001d019312","GO:0030246"
"5977","Zm00001d019312","GO:0016853"
"5978","Zm00001d019312","GO:0048046"
"5979","Zm00001d019312","GO:0005576"
"5980","Zm00001d019312","GO:0030246"
"5981","Zm00001d019312","GO:0030246"
"5982","Zm00001d019312","GO:0016853"
"5983","Zm00001d019312","GO:0048046"
"5984","Zm00001d019312","GO:0005576"
"5985","Zm00001d013082","GO:0009642"
"5989","Zm00001d042494","GO:0048037"
"5990","Zm00001d042494","GO:0048037"
"5992","Zm00001d042494","GO:0048037"
"5994","Zm00001d042494","GO:0048037"
"5997","Zm00001d042494","GO:0048037"
"6001","Zm00001d042494","GO:0048037"
"6002","Zm00001d042494","GO:0048037"
"6009","Zm00001d042494","GO:0048037"
"6011","Zm00001d009152","GO:0005618"
"6012","Zm00001d009152","GO:0005576"
"6013","Zm00001d009152","GO:0016787"
"6014","Zm00001d009152","GO:0071555"
"6018","Zm00001d021416","GO:0005623"
"6019","Zm00001d021416","GO:0009902"
"6020","Zm00001d003850","GO:0016874"
"6021","Zm00001d018157","GO:0009579"
"6022","Zm00001d018157","GO:0009536"
"6023","Zm00001d018157","GO:0009535"
"6024","Zm00001d018157","GO:0009523"
"6025","Zm00001d018157","GO:0009522"
"6026","Zm00001d018157","GO:0009507"
"6027","Zm00001d018157","GO:0018298"
"6028","Zm00001d018157","GO:0015979"
"6029","Zm00001d018157","GO:0016168"
"6030","Zm00001d018157","GO:0009765"
"6031","Zm00001d018157","GO:0016020"
"6032","Zm00001d018157","GO:0016021"
"6033","Zm00001d018157","GO:0031409"
"6034","Zm00001d018157","GO:0042803"
"6035","Zm00001d018157","GO:0009409"
"6036","Zm00001d018157","GO:0009644"
"6037","Zm00001d018157","GO:0009645"
"6038","Zm00001d018157","GO:0009768"
"6039","Zm00001d018157","GO:0009782"
"6041","Zm00001d051800","GO:0005509"
"6046","Zm00001d004439","GO:0003676"
"6047","Zm00001d052845","GO:1902476"
"6048","Zm00001d052845","GO:0034220"
"6049","Zm00001d052845","GO:0006821"
"6050","Zm00001d052845","GO:0005247"
"6051","Zm00001d052845","GO:0005216"
"6052","Zm00001d052845","GO:0006811"
"6053","Zm00001d052845","GO:0055085"
"6054","Zm00001d052845","GO:0016020"
"6055","Zm00001d052845","GO:0016787"
"6056","Zm00001d052845","GO:0016021"
"6057","Zm00001d052845","GO:0016787"
"6058","Zm00001d052845","GO:1902476"
"6059","Zm00001d052845","GO:0034220"
"6060","Zm00001d052845","GO:0006821"
"6061","Zm00001d052845","GO:0005247"
"6062","Zm00001d052845","GO:0005216"
"6063","Zm00001d052845","GO:0055085"
"6064","Zm00001d052845","GO:0016020"
"6065","Zm00001d052845","GO:0016787"
"6066","Zm00001d052845","GO:0016021"
"6067","Zm00001d052845","GO:0016787"
"6068","Zm00001d052845","GO:1902476"
"6069","Zm00001d052845","GO:0034220"
"6070","Zm00001d052845","GO:0006821"
"6071","Zm00001d052845","GO:0005247"
"6072","Zm00001d052845","GO:0005216"
"6073","Zm00001d052845","GO:0055085"
"6074","Zm00001d052845","GO:0016020"
"6075","Zm00001d052845","GO:0016787"
"6076","Zm00001d052845","GO:0016021"
"6077","Zm00001d052845","GO:1902476"
"6078","Zm00001d052845","GO:0034220"
"6079","Zm00001d052845","GO:0006821"
"6080","Zm00001d052845","GO:0005247"
